ori_mol,backbone,side_chain,label
Cc1occc1-c1nc(N)c(OCC(N)Cc2c[nH]c3ccccc23)cc1-c1cc2c(C)n[nH]c2cn1,Cc1n[nH]c2cnc(-c3cnc(N)c(OCC(N)Cc4c[nH]c5ccccc45)c3)cc12,Cc1ccco1,1
N#CC(c1ccnc(NCCc2cccnc2)n1)c1nc2ccccc2s1,CCNc1nccc(C(C#N)c2nc3ccccc3s2)n1,c1ccncc1,1
Cn1cc(-c2ccc(N3CCOCC3)cc2)c2sc(-c3ccncc3)cc2c1=O,Cn1ccc2sc(-c3ccncc3)cc2c1=O,c1ccc(N2CCOCC2)cc1,1
Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,Nc1c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CCCC3)c2c1F,CCNc1ccccn1,1
Nc1c(F)c(NCCNc2ccccn2)c(F)c2c1c(=O)c(C(=O)O)cn2C1CCCC1,NCCNc1c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CCCC3)c2c1F,c1ccncc1,1
CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,CCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,CCN(C)CC,1
CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,Cc1cccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)c1,CCN(CC)CCCNC=O,1
CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C=O)cnc(N)c34)cc2)c1,CCN(CC)CCCN,1
ON=Cc1cn(-c2ccccc2)nc1-c1cccnc1,ON=Cc1c[nH]nc1-c1cccnc1,c1ccccc1,1
Cc1csc(NC(=O)c2sc3nc(-c4ccncc4)ccc3c2N)n1,Nc1c(C=O)sc2nc(-c3ccncc3)ccc12,Cc1csc(N)n1,1
Cc1csc(NC(=O)c2sc3nc(-c4ccncc4)ccc3c2N)n1,Nc1csc2nc(-c3ccncc3)ccc12,Cc1csc(NC=O)n1,1
COc1ccc2occ(C(=O)c3cccs3)c2c1,COc1ccc2occ(C=O)c2c1,c1ccsc1,1
Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cccc(CCOC(C)(C)C)c21,Cn1cc(C2=CC(=O)NC2=O)c2cccc(CCOC(C)(C)C)c21,c1ccc2occc2c1,1
O=C1NC(=O)c2c1c1cnn(-c3ccccc3)c1n1cccc21,O=C1NC(=O)c2c1c1cn[nH]c1n1cccc21,c1ccccc1,1
COc1ccc(-n2cnc3ccc(-c4nnc(SCc5cccc(C(F)(F)F)c5)o4)cc32)cc1,FC(F)(F)c1cccc(CSc2nnco2)c1,COc1ccc(-n2cnc3ccccc32)cc1,1
COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C(F)(F)F,COc1ccc(CSc2nnco2)cc1C(F)(F)F,c1ccc2c(c1)CCO2,1
COc1ccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)cc1C(F)(F)F,Sc1nnc(-c2ccc3c(c2)CCO3)o1,COc1ccc(C)cc1C(F)(F)F,1
CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(CNC)cc21,CCn1cnc2c(C#CC(C)(C)O)nc(CNC)cc21,Nc1cnon1,1
CN1CCC(C(=O)n2nc(N)c3cc(-c4cn(Cc5ccccc5)nn4)ccc32)CC1,Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,CN1CCC(C=O)CC1,1
CN1CCC(C(=O)n2nc(N)c3cc(-c4cn(Cc5ccccc5)nn4)ccc32)CC1,Nc1nn(C=O)c2ccc(-c3cn(Cc4ccccc4)nn3)cc12,CN1CCCCC1,1
CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(=O)NCCCCO)c2)n1,CC(C)(C)c1ccn(-c2cccc(C(=O)NCCCCO)c2)n1,NC(=O)Nc1cccc2ccccc12,1
CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(=O)NCCCCO)c2)n1,CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc(C(N)=O)c2)n1,CCCCO,1
O=C(NCc1ccc(Cl)cc1)c1cc(-c2ccc(O)c(F)c2)nnc1O,NC(=O)c1cc(-c2ccc(O)c(F)c2)nnc1O,Cc1ccc(Cl)cc1,1
CCN1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)nc2N1C1CCCC1,CCN1Nc2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3OC)ncc2N(C)C1=O,C1CCCC1,1
COc1ccc(CNC2C(=O)C(=O)C2=Nc2ccc3n[nH]cc3c2)cc1,COc1ccc(CNC2C(=N)C(=O)C2=O)cc1,c1ccc2n[nH]cc2c1,1
Cn1c(N2CCOCC2)cc(-c2ccncn2)cc1=O,Cn1c(N2CCOCC2)cccc1=O,c1cncnc1,1
Cn1c(N2CCOCC2)cc(-c2ccncn2)cc1=O,Cn1ccc(-c2ccncn2)cc1=O,C1COCCN1,1
O=[N+]([O-])c1cnc(Nc2ccccc2)nc1Nc1ccccc1,Nc1nc(Nc2ccccc2)ncc1[N+](=O)[O-],c1ccccc1,1
COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,COc1cc2ncnc(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)c2cc1OC,CCN1CCCCC1,1
Nc1nc(Nc2ccccc2)sc1C(=O)C1CC1,Nc1csc(Nc2ccccc2)n1,O=CC1CC1,1
Cn1cc(C2=C(c3cn(CCCn4ccnc4)c4ccccc34)C(=O)NC2=O)c2ncccc21,O=C1C=C(c2cn(CCCn3ccnc3)c3ccccc23)C(=O)N1,Cn1ccc2ncccc21,1
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2cc(OC(F)F)ccc12,NC(=O)Nc1cccc(C(F)(F)F)n1,FC(F)Oc1ccc2cccnc2c1,1
CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O,CCn1c(C)c(-c2ccnc(N)n2)sc1=O,COc1ccccc1,1
Cc1cn(CCCNC(=O)c2ccc(O)c3[nH]c(-c4cccs4)nc23)cn1,O=Cc1ccc(O)c2[nH]c(-c3cccs3)nc12,Cc1cn(CCCN)cn1,1
CC(=NNC(=O)c1nnn(-c2nonc2N)c1-c1ccccc1)c1ccco1,CC(=NNC(=O)c1cn(-c2nonc2N)nn1)c1ccco1,c1ccccc1,1
CC(=NNC(=O)c1nnn(-c2nonc2N)c1-c1ccccc1)c1ccco1,CC=NNC(=O)c1nnn(-c2nonc2N)c1-c1ccccc1,c1ccoc1,1
Cc1ccc(-c2cc3c(NC(=O)C4CCCC4)ncnc3o2)cc1,Cc1ccc(-c2cc3c(NC=O)ncnc3o2)cc1,C1CCCC1,1
COc1ccc(OC)c(NC(=O)c2cnn3c(-c4ccccc4)ccnc23)c1,COc1ccc(OC)c(NC(=O)c2cnn3cccnc23)c1,c1ccccc1,1
COc1cccc(-c2[nH]nc(O)c2N=Nc2ccc(Cl)cc2)c1,COc1cccc(-c2[nH]nc(O)c2N=N)c1,Clc1ccccc1,1
CN(Cc1c(C(=O)NN=Cc2cccc(O)c2)nnn1-c1nonc1N)C1CCCCC1,CN(Cc1c(C(N)=O)nnn1-c1nonc1N)C1CCCCC1,N=Cc1cccc(O)c1,1
CN(Cc1c(C(=O)NN=Cc2cccc(O)c2)nnn1-c1nonc1N)C1CCCCC1,CNCc1c(C(=O)NN=Cc2cccc(O)c2)nnn1-c1nonc1N,C1CCCCC1,1
CN(Cc1c(C(=O)NN=Cc2cccc(O)c2)nnn1-c1nonc1N)C1CCCCC1,CN(Cc1c(C=O)nnn1-c1nonc1N)C1CCCCC1,NN=Cc1cccc(O)c1,1
NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,Cn1ccc2cnc(Nc3cccc(S(N)(=O)=O)c3)nc21,c1ccccc1,1
NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,c1ccc(Cn2ccc3cncnc32)cc1,Nc1cccc(S(N)(=O)=O)c1,1
O=C(O)C=Cc1cc(Br)c(Br)c(Br)c1Br,Brc1ccc(Br)c(Br)c1Br,C=CC(=O)O,1
Fc1cc(F)cc(-c2ccc(CSc3nnc(-c4ccc5c(c4)OCCO5)o3)cc2)c1,c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,Fc1cccc(F)c1,1
CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12,CCCC(=O)Nc1n[nH]c2ccccc12,c1ccncc1,1
COc1ccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)cc1,COc1ccc(C2=CC(=O)NC2=O)cc1,Nc1cccc(O)c1,1
COc1ccc(C2=C(Nc3cccc(O)c3)C(=O)NC2=O)cc1,COc1ccc(C2=C(N)C(=O)NC2=O)cc1,Oc1ccccc1,1
c1cnn2ncc(-c3ccnc(Nc4ccc5c(c4)OCO5)n3)c2c1,c1cnn2ncc(-c3ccncn3)c2c1,Nc1ccc2c(c1)OCO2,1
CC1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(-c4nnn[nH]4)cn1c23,CC1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)ccn1c23,c1nnn[nH]1,1
CC1COc2c(NCCCn3ccnc3)c(F)c(N)c3c(=O)c(-c4nnn[nH]4)cn1c23,CC1COc2cc(F)c(N)c3c(=O)c(-c4nnn[nH]4)cn1c23,NCCCn1ccnc1,1
CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4Cl)nc23)cc1,O=C(NCCc1ccccc1)c1ccc(O)c2[nH]c(-c3ccc(Cl)cc3Cl)nc12,CCS(N)(=O)=O,1
CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(-c4ccc(Cl)cc4Cl)nc23)cc1,CCS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]cnc23)cc1,Clc1cccc(Cl)c1,1
Cn1cc(C2=C(c3nn(CCCCn4ccnc4)c4ncccc34)C(=O)NC2=O)c2ccccc21,c1cnc2c(c1)cnn2CCCCn1ccnc1,Cn1cc(C2=CC(=O)NC2=O)c2ccccc21,1
COc1ccc(-c2nc3c(C(=O)Nc4cnccc4C)ccnc3[nH]2)cc1,COc1ccc(-c2nc3cccnc3[nH]2)cc1,Cc1ccncc1NC=O,1
COc1ccc(-c2nc3c(C(=O)Nc4cnccc4C)ccnc3[nH]2)cc1,COc1ccc(-c2nc3c(C=O)ccnc3[nH]2)cc1,Cc1ccncc1N,1
CC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,CC(NC(=O)c1ccccc1)c1ccccc1,c1ccncc1,1
CC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1,O=Cc1ccc(-c2ccncc2)cc1,CC(N)c1ccccc1,1
COc1ccc(CNc2ncnc3c2nc(-c2ccccc2)n3C)cc1,COc1ccc(CNc2ncnc3c2ncn3C)cc1,c1ccccc1,1
COc1ccc(CNc2ncnc3c2nc(-c2ccccc2)n3C)cc1,Cn1c(-c2ccccc2)nc2c(N)ncnc21,COc1ccc(C)cc1,1
COCCN(CCOC)c1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,Clc1cc(-c2c[nH]c3ncccc23)ccn1,COCCNCCOC,1
COCCN(CCOC)c1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,COCCN(CCOC)c1cccc(Cl)n1,c1cnc2[nH]ccc2c1,1
Cc1cc(-c2cc(-c3ccccc3)nc(O)n2)ccc1O,Cc1cc(-c2ccnc(O)n2)ccc1O,c1ccccc1,1
COc1ccc(-c2nnc(SCc3ccc(-c4ccccc4C#N)cc3)o2)cc1,N#Cc1ccccc1-c1ccc(CS)cc1,COc1ccc(-c2nnco2)cc1,1
Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2F)cc1=O,Cn1c(N2CCOC(c3ccc(F)cc3)C2)nccc1=O,Fc1cccnc1,1
Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2F)cc1=O,Cn1cnc(-c2ccncc2F)cc1=O,Fc1ccc(C2CNCCO2)cc1,1
COc1cccc(-n2ncc3c(NN=Cc4ccc(NC(=O)CCN(C)C)cc4)ncnc32)c1,COc1cccc(-n2ncc3c(NN=Cc4ccc(N)cc4)ncnc32)c1,CN(C)CCC=O,1
CN(C)Cc1c(C(=O)NN=Cc2ccoc2)nnn1-c1nonc1N,CN(C)Cc1[nH]nnc1C(=O)NN=Cc1ccoc1,Nc1cnon1,1
CN(C)Cc1c(C(=O)NN=Cc2ccoc2)nnn1-c1nonc1N,CN(C)Cc1c(C(N)=O)nnn1-c1nonc1N,N=Cc1ccoc1,1
CN(C)S(=O)(=O)c1ccc(Nc2cc(NC3CCC(N)CC3)nc3c(Br)cnn23)cc1Cl,NC1CCC(Nc2ccn3ncc(Br)c3n2)CC1,CN(C)S(=O)(=O)c1ccc(N)cc1Cl,1
CN(C)S(=O)(=O)c1ccc(Nc2cc(NC3CCC(N)CC3)nc3c(Br)cnn23)cc1Cl,Nc1cc(NC2CCC(N)CC2)nc2c(Br)cnn12,CN(C)S(=O)(=O)c1ccccc1Cl,1
CN(C)S(=O)(=O)c1ccc(Nc2cc(NC3CCC(N)CC3)nc3c(Br)cnn23)cc1Cl,NC1CCC(Nc2cc(Nc3cccc(Cl)c3)n3ncc(Br)c3n2)CC1,CN(C)[SH](=O)=O,1
Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21,Cn1cc(C2=C(c3ccccc3)C(=O)NC2=O)c2ccccc21,c1ccccc1,1
Cn1cc(C2=C(c3ccc(-c4ccccc4)cc3)C(=O)NC2=O)c2ccccc21,Cn1cc(C2=CC(=O)NC2=O)c2ccccc21,c1ccc(-c2ccccc2)cc1,1
COc1ccc(COc2ccc3c(C4=C(c5cn(C)c6ccc(Br)cc56)C(=O)NC4=O)coc3c2)cc1,COc1ccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc2c1,COc1ccccc1,1
Cc1sc2nc(O)n3nc(-c4ccncc4)nc3c2c1C,Cc1sc2nc(O)n3ncnc3c2c1C,c1ccncc1,1
CC(C)(C)c1ccc2nc(-c3n[nH]c4ccccc34)[nH]c2c1,CC(C)(C)c1ccc2nc[nH]c2c1,c1ccc2[nH]ncc2c1,1
CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1,CC(C)(CN)CNc1cccc(Cl)n1,c1cnc2[nH]ccc2c1,1
CC(NC1C(=O)C(=O)C1=Nc1ccncc1)C1CCCCC1,CC(NC1C(=N)C(=O)C1=O)C1CCCCC1,c1ccncc1,1
CC(NC1C(=O)C(=O)C1=Nc1ccncc1)C1CCCCC1,CCNC1C(=O)C(=O)C1=Nc1ccncc1,C1CCCCC1,1
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC=O)n2CCC(N)=O,N#Cc1ccccc1,1
CN(C(=O)C1CCCCC1)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,CN(C=O)c1ccc2c(c1)nc(NC(=O)c1ccc(C#N)cc1)n2CCC(N)=O,C1CCCCC1,1
COc1ccc(C(=O)c2sc(Nc3ccccc3)nc2N)cc1OC,Nc1nc(Nc2ccccc2)sc1C=O,COc1ccccc1OC,1
COc1ccc(C(=O)c2sc(Nc3ccccc3)nc2N)cc1OC,COc1ccc(C(=O)c2scnc2N)cc1OC,Nc1ccccc1,1
O=C(CCC(=O)Nc1cc(C(F)(F)F)ccc1Cl)NN=Cc1c[nH]c2ccccc12,NC(=O)CCC(=O)NN=Cc1c[nH]c2ccccc12,FC(F)(F)c1ccc(Cl)cc1,1
O=C(CCC(=O)Nc1cc(C(F)(F)F)ccc1Cl)NN=Cc1c[nH]c2ccccc12,C=NNC(=O)CCC(=O)Nc1cc(C(F)(F)F)ccc1Cl,c1ccc2[nH]ccc2c1,1
O=C(CCC(=O)Nc1cc(C(F)(F)F)ccc1Cl)NN=Cc1c[nH]c2ccccc12,CCC(=O)NN=Cc1c[nH]c2ccccc12,O=CNc1cc(C(F)(F)F)ccc1Cl,1
O=C1Nc2cc(Br)ccc2C1C1=Nc2ccccc2C1=NO,ON=C1C=Nc2ccccc21,O=C1Cc2ccc(Br)cc2N1,1
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,c1ccc2c(Cc3ccncc3)nncc2c1,Nc1ccc(Cl)cc1,1
Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1,Cc1nnc(Nc2ccc(Cl)cc2)c2ccccc12,c1ccncc1,1
COc1cc(C=NN(C)c2ncnc3c2cnn3-c2ccccc2)ccc1O,CN(N)c1ncnc2c1cnn2-c1ccccc1,COc1cc(C)ccc1O,1
Cc1cccc(C2C(=O)N(C)C(=NCC(N)Cc3ccccc3)N=C2c2ccncc2)c1,Cc1cccc(C2C(=O)N(C)CN=C2c2ccncc2)c1,NCC(N)Cc1ccccc1,1
COc1ccc(CCNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC3CCCC3)n2)cc1OC,COc1ccc(CCNc2ncc(C(=O)NCCCN3CCCC3=O)c(N)n2)cc1OC,C1CCCC1,1
COc1ccc(CCNc2ncc(C(=O)NCCCN3CCCC3=O)c(NC3CCCC3)n2)cc1OC,O=C(NCCCN1CCCC1=O)c1cncnc1NC1CCCC1,COc1ccc(CCN)cc1OC,1
COc1ccccc1NC(=O)c1nc(-c2ccc(S(=O)(=O)N3CCN(C)CC3)cc2)cnc1N,CN1CCN(S(=O)(=O)c2ccc(-c3cnc(N)c(C=O)n3)cc2)CC1,COc1ccccc1N,1
O=C(NCc1ccccc1)c1cccc(-c2cnc3[nH]ccc3c2)c1,c1ccc(-c2cnc3[nH]ccc3c2)cc1,O=CNCc1ccccc1,1
CNC(=O)C=Cc1cnc(N)c2c(-c3cc(F)c4[nH]c(C)cc4c3)csc12,Cc1cc2cc(-c3csc4ccnc(N)c34)cc(F)c2[nH]1,C=CC(=O)NC,1
Cc1n[nH]c2ccc(-c3cncc(OCC=N[SH](C)(=O)O)c3)cc12,Cc1n[nH]c2ccc(-c3cncc(O)c3)cc12,CC=N[SH](C)(=O)O,1
Cc1n[nH]c2ccc(-c3cncc(OCC=N[SH](C)(=O)O)c3)cc12,CCOc1cncc(-c2ccc3[nH]nc(C)c3c2)c1,C[SH](N)(=O)O,1
Nc1ncc(C=CC(=O)NCCCn2ccnc2)c2scc(-c3ccc(Br)cc3)c12,Nc1ncc(C=CC=O)c2scc(-c3ccc(Br)cc3)c12,NCCCn1ccnc1,1
Nc1ncc(C=CC(=O)NCCCn2ccnc2)c2scc(-c3ccc(Br)cc3)c12,Cc1cnc(N)c2c(-c3ccc(Br)cc3)csc12,CC(=O)NCCCn1ccnc1,1
Nc1ncc(C=CC(=O)NCCCn2ccnc2)c2scc(-c3ccc(Br)cc3)c12,CNC(=O)C=Cc1cnc(N)c2c(-c3ccc(Br)cc3)csc12,CCn1ccnc1,1
Nc1ncc(C=CC(=O)NCCCn2ccnc2)c2scc(-c3ccc(Br)cc3)c12,Nc1nccc2scc(-c3ccc(Br)cc3)c12,C=CC(=O)NCCCn1ccnc1,1
COc1cccc(-n2ncc3c(NN=Cc4ccc(S(C)(=O)=O)cc4)ncnc32)c1,COc1cccc(-n2ncc3c(N)ncnc32)c1,CS(=O)(=O)c1ccc(C=N)cc1,1
O=C(NN=Cc1ccc(Sc2nc3ccccc3[nH]2)o1)c1cccc([N+](=O)[O-])c1,c1coc(Sc2nc3ccccc3[nH]2)c1,C=NNC(=O)c1cccc([N+](=O)[O-])c1,1
O=C(NN=Cc1ccc(Sc2nc3ccccc3[nH]2)o1)c1cccc([N+](=O)[O-])c1,N=Cc1ccc(Sc2nc3ccccc3[nH]2)o1,NC(=O)c1cccc([N+](=O)[O-])c1,1
Oc1ccc(Nc2ncnc3[nH]cnc23)cc1CN(CCCl)CCCl,Nc1ccc(O)c(CN(CCCl)CCCl)c1,c1ncc2nc[nH]c2n1,1
Oc1ccc(Nc2ncnc3[nH]cnc23)cc1CN(CCCl)CCCl,Oc1ccccc1CN(CCCl)CCCl,Nc1ncnc2[nH]cnc12,1
COc1cccc2c(C3=C(c4cn(C)c5cc(I)c(F)cc45)C(=O)NC3=O)coc12,Cn1cc(C2=CC(=O)NC2=O)c2cc(F)c(I)cc21,COc1cccc2ccoc12,1
Cc1cccc(-n2ncc3c(NN=Cc4ccncc4)ncnc32)c1,C(=NNc1ncnc2[nH]ncc12)c1ccncc1,Cc1ccccc1,1
Cc1cccc(-n2ncc3c(NN=Cc4ccncc4)ncnc32)c1,Cc1cccc(-n2ncc3c(NN)ncnc32)c1,Cc1ccncc1,1
COc1cc(C=NNc2nc(Cl)nc3c2cnn3-c2ccccc2)ccc1O,Nc1nc(Cl)nc2c1cnn2-c1ccccc1,COc1cc(C=N)ccc1O,1
COc1cc(C=NNc2nc(Cl)nc3c2cnn3-c2ccccc2)ccc1O,Clc1ncc2cnn(-c3ccccc3)c2n1,COc1cc(C=NN)ccc1O,1
COc1cc(C=NNc2nc(Cl)nc3c2cnn3-c2ccccc2)ccc1O,C=NNc1nc(Cl)nc2c1cnn2-c1ccccc1,COc1ccccc1O,1
Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,Cc1nc2c(s1)C(=O)CC(=N)C2=O,Cc1ccccc1,1
Cc1ccc(N=C2CC(=O)c3sc(C)nc3C2=O)cc1,Cc1nc2c(s1)C(=O)CCC2=O,Cc1ccc(N)cc1,1
c1ccc(-c2nc(=NCc3cccnc3)sn2-c2ccccc2)cc1,N=c1nc(-c2ccccc2)n(-c2ccccc2)s1,Cc1cccnc1,1
c1ccc(-c2nc(=NCc3cccnc3)sn2-c2ccccc2)cc1,c1ccc(-n2cnc(=NCc3cccnc3)s2)cc1,c1ccccc1,1
COc1ccccc1C1=C(Nc2cccc(O)c2)C(=O)NC1=O,O=C1C=C(Nc2cccc(O)c2)C(=O)N1,COc1ccccc1,1
COc1cc(C=C2SC(=O)NC2=O)ccc1O,COc1ccccc1O,C=C1SC(=O)NC1=O,1
COc1cc(C=C2SC(=O)NC2=O)ccc1O,COc1cc(C)ccc1O,O=C1CSC(=O)N1,1
Cc1c(-c2ccc3n[nH]c(N)c3c2)nnn1Cc1ccccc1,Cc1c(-c2ccc3n[nH]c(N)c3c2)nnn1C,c1ccccc1,1
Oc1ccc(Cl)cc1-c1c(O)c(O)nc2cc(Cl)cc(Cl)c12,Oc1cc2c(Cl)cc(Cl)cc2nc1O,Oc1ccc(Cl)cc1,1
CC(=O)Nc1ccc(Sc2nc(Nc3cc(C)n[nH]3)c3ccccc3n2)cc1,Cc1cc(Nc2nc(S)nc3ccccc23)[nH]n1,CC(=O)Nc1ccccc1,1
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,COc1cc(S(C)(=O)=O)c(OC)cc1CC(N)=O,CCOc1nccc(N)c1Cl,1
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,CCOc1nc(NC(C)=O)cc(N)c1Cl,COc1ccc(OC)c(S(C)(=O)=O)c1,1
Cn1c(N2CCOC(c3ccc(F)cc3)C2)nc(-c2ccncc2Cl)cc1=O,Cn1c(N2CCOCC2)nc(-c2ccncc2Cl)cc1=O,Fc1ccccc1,1
O=C(NCCc1ccc(F)nc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,O=Cc1ccnc2[nH]c(-c3ccc(F)cc3)nc12,NCCc1ccc(F)nc1,1
O=C(NCCc1ccc(F)nc1)c1ccnc2[nH]c(-c3ccc(F)cc3)nc12,Fc1ccc(-c2nc3cccnc3[nH]2)cc1,O=CNCCc1ccc(F)nc1,1
Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)c(-c3ccccc3)nn2n1,Cc1ccc2c(-c3ccnc(Nc4cccc(C(F)(F)F)c4)n3)cnn2n1,c1ccccc1,1
Cc1nccn2c(-c3ccnc(NCC4(O)CC4)n3)c(-c3ccc(F)cc3F)nc12,Cc1nccn2c(-c3ccnc(N)n3)c(-c3ccc(F)cc3F)nc12,CC1(O)CC1,1
Cn1cc(C2=C(c3cn(CCN4CCOCC4)c4ccccc34)C(=O)NC2=O)c2ncccc21,O=C1C=C(c2cn(CCN3CCOCC3)c3ccccc23)C(=O)N1,Cn1ccc2ncccc21,1
CNC(=O)c1cc(-c2ccc3[nH]ncc3c2)on1,c1ccc2[nH]ncc2c1,CNC(=O)c1ccon1,1
O=C(O)C1CN(Cc2ccc(OCc3ccccc3)cc2Cl)C1,O=C(O)C1CN(Cc2ccc(O)cc2Cl)C1,Cc1ccccc1,1
O=C(O)C1CN(Cc2ccc(OCc3ccccc3)cc2Cl)C1,Clc1cccc(OCc2ccccc2)c1,CN1CC(C(=O)O)C1,1
COc1ccccc1C1=C(c2cn(CCC=N[SH](C)(=O)O)c3ncccc23)C(=O)NC1=O,COc1ccccc1C1=C(c2cn(C)c3ncccc23)C(=O)NC1=O,CC=N[SH](C)(=O)O,1
COc1ccccc1C1=C(c2cn(CCC=N[SH](C)(=O)O)c3ncccc23)C(=O)NC1=O,COc1ccccc1C1=C(c2c[nH]c3ncccc23)C(=O)NC1=O,CCC=N[SH](C)(=O)O,1
COc1ccccc1C1=C(c2cn(CCC=N[SH](C)(=O)O)c3ncccc23)C(=O)NC1=O,C[SH](=O)(O)N=CCCn1ccc2cccnc21,COc1ccccc1C1=CC(=O)NC1=O,1
O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Fc1ccc(C(=C2CCNCC2)c2ccc(F)cc2)cc1,CCn1c(=S)[nH]c2ccccc2c1=O,1
O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,CN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,Cn1c(=S)[nH]c2ccccc2c1=O,1
O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,O=c1c2ccccc2[nH]c(=S)n1CCN1CCC(=Cc2ccc(F)cc2)CC1,Fc1ccccc1,1
CCCn1nc(NC(=O)c2cccs2)c2cc3cc(OC)ccc3nc21,CCCn1nc(N)c2cc3cc(OC)ccc3nc21,O=Cc1cccs1,1
CCCn1nc(NC(=O)c2cccs2)c2cc3cc(OC)ccc3nc21,CCCn1nc(NC=O)c2cc3cc(OC)ccc3nc21,c1ccsc1,1
COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(O)CO)c5)cnc(N)c34)cc2)cc1,COc1ccc(NC(=O)Nc2ccc(-c3csc4ccnc(N)c34)cc2)cc1,OCC(O)Cn1cccn1,1
