smiles,jnk3
Cc1cccc(NC(=O)c2ccc(F)o2)c1N1CCC2(CC1)OCCO2,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCCC3=O)cc2)ncc1Cl,1
O=C(Cn1c(=O)ccc2ccc(C(F)(F)F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,1
c1cc(-n2cnc(N3CCOCC3)n2)ccc1Nc1ncc2ccc(-c3cnoc3)cc2n1,1
Cn1ccc(-c2cc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1,1
O=C(Nc1cc(-c2n[nH]c(=O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,1
COc1cc(CN=C(C)C(C#N)C(N)=O)cc(OC)c1OC,1
COc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,1
CCOc1nc(NC(=O)Cc2cc(OC)c(S(C)(=O)=O)cc2OC)cc(N)c1Cl,1
C=CCN1CCN(c2c(C)cccc2NC(=O)c2ccc(Br)o2)CC1,1
Fc1cnc(Nc2ccc(N3CCOCC3)cc2)cc1-c1ccn(CCc2ccccc2)n1,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)n2)CC1,1
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3nccnc23)n1,1
CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C,1
O=S(=O)(NCCNCC=Cc1ccc(Br)cc1)c1cccc2cnccc12,1
C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,1
Cc1ccc2c(c1)c(N=O)c(O)n2Cc1cccc(C(F)(F)F)c1,1
COC(=O)c1ccsc1NC(=O)C1=COCCO1,1
Cc1ncn(-c2ccc(Nc3nccc(-c4ccn(C)n4)n3)cc2)n1,1
O=Nc1c(O)n(Cc2cccc(F)c2)c2ccccc12,1
COc1cc(C)c(N2CCN(C(C)C)CC2)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,1
c1ccc(-c2n[nH]c3ccccc23)cc1,1
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2cccc3ncccc23)n1,1
COc1ccc(Oc2cc(Nc3cc(OC)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
CCOC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccccc32)c1C,1
Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1,1
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4-c4ccc(F)cc4)ccn3)cc2)n1,1
COc1cc2c(cc1Cl)CCN=C2c1cccc(Br)c1,1
COc1ccc(Oc2cc(Nc3cccc(OC)c3C(N)=O)c(C(F)(F)F)cn2)cc1,1
O=C(Cn1c(=O)ccc2cc(F)c(F)cc21)Nc1scc(Br)c1-c1ncn[nH]1,1
O=C(C1CC1)N1CCCC(Nc2cc(-n3c(-c4cccc(O)c4)nc4ccccc43)ccn2)C1,1
Oc1nnc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,1
O=C(Cc1cccc2cnccc12)Nc1scc(Cl)c1-c1ncn[nH]1,1
Cc1cccc(NC(=O)c2ccc(Br)o2)c1N1CCC2(CC1)OCCO2,1
CCCn1c(C2CCNCC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CCCCC2)n1,1
O=c1cc(-c2cccc3c2Sc2ccccc2S3)oc(N2CCOCC2)c1,1
NC(=O)c1ccccc1Nc1ccnc(Nc2ccc(-n3ccnn3)cc2)c1,1
Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,1
NC(=O)c1ccccc1Nc1cc(Oc2ccc(-c3cccnc3)cc2)ncc1C(F)(F)F,1
NC(=O)c1ccccc1Nc1ccnc(Oc2ccccc2)c1,1
COc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,1
Cc1ccc(-c2ncn(-c3ccc(Nc4cc(-c5ccn(C)n5)c(F)cn4)cc3)n2)cn1,1
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2F)ncc1C(F)(F)F,1
CCOC(=O)c1c(C#N)csc1NC(=O)Cc1ccc(OC)cc1,1
COC1C=CC=C(C)C(=O)NC2=CC(=O)C=C(C2=O)C(OC)C(C)CC(OC)C(OC)C(C)C=C(C)C1OC(N)=O,1
COC(=O)c1c(C)csc1NC(=O)CN1C(=O)CCc2ccccc21,1
C=CCN1CCN(c2c(Cl)cccc2NC(=O)c2cccc(Br)c2)CC1,1
Cc1nc(C)n(-c2ccc(Nc3cc(-c4nn(C)cc4C)ccn3)cc2)n1,1
NC(=O)c1ccccc1Nc1cc(Oc2ccc3ccccc3c2)ncc1C(F)(F)F,1
Cc1ccc2nccc(NC(=O)Nc3cccc(C(F)(F)F)n3)c2c1,1
N#Cc1c(NCc2ccccc2)ccnc1NCc1cccnc1,1
Cc1ccc(-c2cccc3cnc(Nc4ccc5c(c4)OCO5)nc23)cn1,1
CCOc1ccc(CC(=O)Nc2c(C(N)=O)oc3ccccc23)cc1OCC,1
CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,1
N#Cc1csc(NC(=O)Cn2c(=O)ccc3cc(C(F)(F)F)ccc32)c1-c1cscn1,1
C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1,1
O=C(Nc1ccccc1N1CCOCC1)c1ccc(Br)o1,1
Nc1c(C(=O)c2cccc(OCC(O)CO)c2)cnn1-c1ccc(F)cc1,1
O=C(NC(CO)c1ccc(C(F)(F)F)cc1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,1
COc1ccc(CC(=O)Nc2ccsc2-c2nc(C(F)(F)F)n[nH]2)cc1,1
CS(=O)(=O)Nc1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,1
O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,1
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)CCCC(C)C)c2)[nH]1,1
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1ncn[nH]1,1
CC(Nc1cc(-c2nnc(O)n2-c2ccc3ccccc3c2)ccn1)c1ccccc1,1
N#Cc1ccc2ccc(=O)n(CC(=O)Nc3scc(Br)c3-c3ncn[nH]3)c2c1,1
O=C(Cc1cccc2cnccc12)Nc1scnc1-c1cnccn1,1
CC(NC(=O)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1)c1ccccc1,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C(C)C)c3n2)cc1,1
Fc1cc(-c2ccnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)n2)cc(N2CCOCC2)c1,1
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(-n3ccnn3)cc2)ncc1C(F)(F)F,1
NC(=O)c1ccc(N(C(N)=O)c2c(F)cccc2F)nc1-c1ccc(F)cc1F,1
NC(=O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,1
COc1cccc(-c2cc(C(O)Nc3cc(OC)c(OC)c(OC)c3)on2)c1,1
O=C(NCc1ccc(F)c(F)c1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,1
CS(=O)(=O)N(c1ccc(-c2cnc3ccc4ccncc4c3c2)cc1)S(C)(=O)=O,1
CC(=O)N(C(C)=O)c1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,1
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5)ccc43)c2)cc(OC)c1OC,1
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(C(=O)N(C)C)cc2)ncc1C(F)(F)F,1
Cc1cccc(CC(=O)Nc2cnn(-c3cccc(C(=O)NC4CCOC(C)(C)C4)c3)c2)c1,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4c[nH]nc4C)ccn3)cc2)n1,1
CCNC(=O)N1CCC(Nc2ncc(C#N)c(-c3c[nH]c4cc(F)ccc34)n2)CC1,1
Cc1ccc(-c2cccc3cnc(NC4CCC(C(=O)N5CCCC5)CC4)nc23)cn1,1
NC1CCC(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCC4)c3n2)CC1,1
COc1ccc(CC(=O)Nc2ccsc2-c2cnccn2)cc1,1
Oc1nnc(-c2ccnc(Nc3cccnc3)c2)n1-c1ccc2ccccc2c1,1
COc1ccc(CC(=O)Nc2ccsc2-c2nc(N)n[nH]2)cc1,1
CN(C)CCCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2cccc(-c3cccc(F)c3)c12,1
Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,1
O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,1
NC(=N[N+](=O)[O-])NN=Cc1ccc(-c2cccc([N+](=O)[O-])c2)o1,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(F)cc2)ncc1Cl,1
O=C(NCCN1CCOCC1)c1ccnc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,1
C=S(O)(O)=CCCOc1cccc2c1ccn2-c1ccnc(NC2CCC(C(=O)N3CCC(O)CC3)CC2)n1,1
Cc1cnc(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)cn1,1
CCCCCCCCCCCc1cc(O)cc(O)c1C(=O)OC(CCC)CCCCCCCc1cc(OS(=O)(=O)O)cc(OS(=O)(=O)O)c1,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cnn(C)c4)ccn3)cc2)n1,1
O=C(NC(CO)c1ccccc1F)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,1
c1ccc(-c2noc(CN3CCCCC3)c2-c2ccnc(NC3CCCCC3)n2)cc1,1
COC(=O)c1sccc1NC(=O)Cc1ccc(-c2ccncc2)cc1,1
CN1C(=O)C(c2ccc3ccccc3c2)C(c2ccncc2)=NC1=NCC(N)Cc1ccccc1,1
COc1cc(-c2cc(=O)c3cc(Br)cc(Br)c3o2)ccc1O,1
Sc1nnc(-c2ccncc2)n1-c1ccc2ccccc2c1,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)C1,1
Cc1nnc(-c2sccc2NC(=O)Cc2cccc3ccccc23)o1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccc(C(F)(F)F)cn4)c3c2)cc1,1
O=C(Nc1cccc(Cl)c1N1CCNCC1)c1ccc(Br)o1,1
OC1CCC(Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n(C4CCOC4)c3n2)CC1,1
COc1ccc(Oc2cc(Nc3ccc(Cl)cc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
O=C(Cc1cccc2cnccc12)Nc1scc(Br)c1-c1ncn[nH]1,1
O=C(COC(=O)c1n[nH]c2ccccc12)Nc1ccc(S(=O)(=O)N2CCCC2)cc1,1
Oc1ccc(Nc2nc(-c3ccc(Cl)cc3)cs2)cc1,1
CCOc1ncccc1C(=O)Nc1cccc(C(=O)Nc2cccc(S(=O)(=O)CCO)c2)c1,1
NC(=O)c1sccc1NC(=O)Cc1ccccc1,1
N#Cc1c(NC(=O)c2ccccc2F)sc2c1CCCC2,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)c(F)c2)ncc1Cl,1
O=C(C1CC1)N1CCCC(Nc2nccc(-n3c(-c4ccc5ccccc5c4)nc4ccccc43)n2)C1,1
COc1cc2c(cc1Cl)C(c1ccccc1)=NCC2,1
Cc1ccc(S(=O)(=O)C=CC#N)cc1,1
COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,1
COc1ccc(Oc2cc(Nc3cc(Cl)ccc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
Cc1cccc(-c2[nH]c(C(C)(C)C)nc2-c2ccc3c(c2)OCO3)n1,1
Oc1cc(O)cc(C=Cc2ccc(O)c(O)c2)c1,1
Cc1csc(NC(=O)Cc2cccc3ncccc23)c1-c1ncn[nH]1,1
O=c1n(CC2CCOCC2)nc(-c2ccnc(NC3CCCCC3)c2)n1-c1ccc2ccccc2c1,1
Cc1[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NCC(O)CN1CCOCC1,1
Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,1
Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)ccc1N1CCOCC1,1
COc1cc2c(cc1Cl)C(c1ccc(Cl)c(Cl)c1)=NCC2,1
CCc1cccc2c1c(N=O)c(O)n2Cc1cc(F)cc2c1OCOC2,1
NCCNc1ncc(C(N)=O)c(Nc2cccc(C(F)(F)F)c2)n1,1
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,1
N#Cc1cccc2c1c(N=O)c(O)n2Cc1cc(F)cc2c1OCOC2,1
NC(=O)c1oc2ccccc2c1NC(=O)c1ccco1,1
COc1cc(-c2ccc3c(c2)NC(=O)c2ccc(-c4ccccc4NS(C)(=O)=O)cc2N3)cc(OC)c1OC,1
O=C(Cc1cccc2ccccc12)Nc1ccsc1-c1nnco1,1
CNC(=O)c1ccsc1NC(=O)c1ccccc1,1
NS(=O)(=O)c1ccc(-c2cnc3cccc(Nc4ccccn4)c3c2)cc1,1
O=C(NCC1CCCO1)c1cc(-c2[nH]ncc2-c2cccc(Cl)c2)c[nH]1,1
CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1
CCCN1C=CC(=C2C(=O)c3ccccc3C2=O)C=C1,1
Cc1cccc(C)c1-n1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n2c3ccccc3nc12,1
CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl,1
CNc1ncc2nc(Nc3ccccc3F)n(C3CCCC3)c2n1,1
O=C(Cc1ccc(C(F)(F)F)c2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,1
O=C1c2ccccc2-c2nc3nnnn3nc21,1
COC(=O)c1c(C)csc1NC(=O)Cc1cccc2ncccc12,1
c1ccc(Nc2ccc3c(-c4ccccc4)[nH]nc3c2)cc1,1
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5n[nH]cc45)nc(N4CCOCC4)c3s2)CC1,1
CS(=O)(O)=Nc1ccc2c(N=O)c(O)n(Cc3cc(F)cc4c3OCOC4)c2c1,1
O=C(Cc1cccc2ncccc12)Nc1scc(Br)c1-c1ncn[nH]1,1
N#Cc1cnc2cnc(NCc3cccnc3)cc2c1Nc1ccc(F)c(Cl)c1,1
O=C(Cc1cccc2ccccc12)Nc1ccsc1-n1ccnc1,1
CC(=O)N1CCCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)C1,1
CC1CCN(C(=O)N2CCC(Nc3ncc(Cl)c(-c4c[nH]c5ccccc45)n3)CC2)CC1,1
COc1cc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5Cl)ccc43)c2)cc(OC)c1OC,1
CCc1ccc(C(=O)Nc2cccc(C)c2N2CCC3(CC2)OCCO3)o1,1
O=C(Nc1ccccc1)c1c(O)nc(O)nc1Nc1ccccc1,1
COc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3OC)c2)ccn1,1
NC(=O)c1ccccc1Nc1ccnc(Nc2ccc(N3CCOCC3)cc2F)c1,1
CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3c(cc2OC)CCN3C(=O)CN(C)C)nc2[nH]ccc12,1
COc1ccccc1Nc1ccc2c(cnn2-c2cccc(C(=O)NCCCN3CCOCC3)c2)c1,1
COC(=O)c1sccc1NC(=O)Cc1ccc2ccccc2c1,1
Cn1cnc(-c2c(Br)csc2NC(=O)CN2C(=O)CCc3ncccc32)n1,1
CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O,1
Cc1cccc(NC(=O)c2cccc(-n3ncc4cc(Nc5ccccc5F)ccc43)c2)c1,1
COc1ccccc1Nc1ccc2c(-c3ccccc3)n[nH]c2c1,1
N#Cc1c(NC(=O)c2ccc(F)cc2)sc2c1CCCC2,1
N#CC(=Cc1ccc(O)cc1)C(=N)C(C#N)C#N,1
COC(=O)c1sccc1NC(=O)Cc1cccc2ccccc12,1
COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,1
c1cc(-c2ccnc(Nc3ccc(-n4ccnn4)cc3)n2)cc(N2CCOCC2)c1,1
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(-n4ccnn4)cc3)n2)cc1,1
Cc1cc(Nc2cc(Nc3ccccc3C(N)=O)ccn2)ccc1N1CCOCC1,1
O=C1N=c2ncccc2=C1c1[nH]c2ncccc2c1O,1
CN(C)CCNC(=O)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,1
CN(C)CC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,1
CCCNc1nccc(-c2c(-c3ccc(F)cc3)nc3n2C(CO)CC3)n1,1
O=C(O)c1cnc2c(Cl)cc(Cl)c(Cl)c2c1O,1
Cc1cccc(NC(=O)c2ccc(Cl)o2)c1N1CCC2(CC1)OCCO2,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2cc(C(=O)O)ccc12,1
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)c1cc[nH]n1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(-c4cccnc4)c3c2)cc1,1
COC(=O)c1sccc1NC(=O)Cc1ccc(-n2ccnc2)cc1,1
CCc1nc(-c2ccc(OC)cc2)[nH]c1-c1ccncc1,1
Cc1n[nH]c(-c2c(C)csc2NC(=O)Cc2ccc(OCCCN3CCCCC3)cc2)n1,1
COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2,1
COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,1
C#Cc1csc(NC(=O)Cc2ccc(OC)cc2)c1C(=O)OCC,1
COc1cc(OC)c(C=C2C(=O)Nc3ccccc32)c(OC)c1,1
CSc1ccc(-n2ccc(-c3ccnc(Nc4ccc(-n5nc(C)nc5C)cc4)c3)n2)cc1,1
CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N,1
O=C(Cc1cccc2cnccc12)Nc1scnc1-c1nc[nH]n1,1
CCNC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,1
COc1cc2ncnc(Nc3ccc(NC(=O)c4ccccc4)cc3)c2cc1OC,1
CN(C)CC=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC1CCOC1,1
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,1
O=C(CN1C(=O)CCc2ncccc21)Nc1scc(Br)c1-c1nccs1,1
Cc1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1,1
Cc1cc(-c2sccc2NC(=O)Cc2cccc3ccccc23)[nH]n1,1
COCCC(=O)Nc1cc(-c2ccnc(Nc3ccccc3)c2)ccn1,1
Cc1c(-c2cnn(C)c2)ccc2cnc(Nc3ccc(-n4cnc(N5CCOCC5)n4)cc3)nc12,1
O=C1NC(=O)C(=Cc2ccc3nccnc3c2)S1,1
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2Cc1cccnc1,1
CCN1C(=O)C(C)(C)c2cc3[nH]c4c(c3cc21)CCCc1c-4n[nH]c1C,1
O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2ccc(F)cc12,1
N#Cc1c(NC(=O)c2cccc3ccccc23)sc2c1CCCN2C(=O)C1CC1,1
CN(C)c1ccc(CC2=c3ccccc3=NC2=O)cc1,1
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2)ncc1C(F)(F)F,1
Cc1cnc(Nc2ccc(-n3cnc(N4CCOCC4)n3)cc2)cc1-c1ccn(C)n1,1
COC1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccc(F)cc4)c3)ccn2)CC1,1
O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1nc(N2CCNCC2)nc2ccccc12,1
O=C(O)C=Cc1cc(Br)c(Br)c(Br)c1Br,1
NC(=O)c1ccccc1Nc1cc(Oc2cccc3ccccc23)ncc1C(F)(F)F,1
COc1cc(-c2cc(=O)c3cc(Cl)cc(Cl)c3o2)ccc1O,1
OC1CCC(c2[nH]ncc2-c2ccnc(NC3CCCC3)n2)CC1,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCC(O)CC4)c3n2)cc1,1
CN(c1nccc(-c2cnc3ccccn23)n1)C1CCCCC1,1
O=Nc1c(O)n(Cc2ccccc2)c2ccc(Br)cc12,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4cn[nH]c4C)ccn3)cc2)n1,1
COc1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(C)n5)cc4)nc23)cc1F,1
COc1ccc(CN=C(C)C(C#N)C(N)=O)cc1OC,1
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(-c5cccc(C#N)c5)n4)ccn3)cc2)n1,1
CCc1ccc(-n2c(SCC(=O)Nc3cc(C)n[nH]3)nc3nncc-3c2O)cc1,1
c1ccc(-c2cnc3ccc4ccncc4c3c2)cc1,1
N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1ncn[nH]1,1
CN(C)c1onc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)c1-c1ccc(F)cc1,1
O=C(NC(CO)c1cccc(F)c1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,1
O=C(Cc1cccc2ccccc12)Nc1ccsc1-c1ncn[nH]1,1
c1cc2ccc3ncc(-c4ccc(-c5ccn[nH]5)cc4)cc3c2cn1,1
Cc1ncn(-c2ccc(Nc3cc(-c4nocc4-c4c(C)n[nH]c4C)ccn3)cc2)n1,1
Cn1cc(-c2ncco2)c(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)n1,1
COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCCC4)c3n2)cc1,1
Cc1nc(CSc2nc3nncc-3c(O)n2-c2ccccc2)cs1,1
O=C(Nc1cc(-c2nnc(O)n2-c2ccc3ccccc3c2)ccn1)C1CC1,1
c1ccc(-c2cccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc23)cc1,1
O=C(CN1C(=O)CCc2ccccc21)Nc1scc(Br)c1-c1ncn[nH]1,1
COC(=O)c1c(C)csc1NC(=O)Cc1ccc(-c2ccncc2)cc1,1
c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCOCC4)c3)ccc2c1,1
O=c1cc(N2CCNCC2)oc2c(-c3ccccc3)cccc12,1
Oc1ccc2c(c1)nc(-c1ccc3ccccc3c1)n2-c1ccnc(NC2CCOCC2)n1,1
NC(=O)c1ccccc1Nc1cc(Oc2cccc(Cl)c2)ncc1C(F)(F)F,1
CCCOc1ccc(Oc2cc(Nc3ccccc3C(N)=O)c(C(F)(F)F)cn2)cc1,1
COc1cc2ncc(-c3ccccc3)nc2cc1OC,1
O=C(NC(CO)c1ccc(C(F)(F)F)cc1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,1
CN(C)CC(=O)N1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,1
Cc1n[nH]c(-c2c(C)csc2NC(=O)CN2C(=O)CCc3ccccc32)n1,1
CS(=O)(=O)Nc1ccc(-c2cnc3cccc(Nc4ccc(F)cn4)c3c2)cc1,1
NC(=O)c1ccc(NC2CCCCC2N)nc1Nc1cccc(Cl)c1,1
Cn1c(=O)c2c(-c3ccccc3)n3c4ccccc4ncc3c2n(C)c1=O,1
Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,1
Fc1ccc(-c2conc2-c2ccnc(Nc3ccc(N4CCOCC4)cc3)c2)cc1,1
CNC(=O)c1ccccc1Nc1cc(Nc2ccc(N3CCOCC3)cc2OC)ncc1C#N,1
Cc1ccc(-c2cccc3cnc(NC4CCC(O)CC4)nc23)cn1,1
Cc1ccc(Cn2c(O)c(N=O)c3ccccc32)cc1,1
CC(=O)N1CCC(C(=O)Nc2cc(-c3ccnc(Nc4ccccc4)c3)ccn2)CC1,1
O=C1NCc2cccc(Nc3ccnc(Nc4ccc(N5CCOCC5)cc4)c3)c21,1
Cc1nc(C)n(-c2ccc(Nc3cc(-c4ccn(C)n4)c(F)cn3)cc2)n1,1
O=C(Cn1c(=O)ccc2cnccc21)Nc1scc(Br)c1-c1ncn[nH]1,1
c1ccc2cc(-c3nc4ccccc4n3-c3ccnc(NC4CCOCC4)n3)ccc2c1,1
O=Nc1c(O)n(Cc2cc(F)cc3c2OCOC3)c2cc(C(F)(F)F)ccc12,1
N#Cc1csc(NC(=O)CN2C(=O)CCc3ccccc32)c1-c1ncn[nH]1,1
O=C(O)c1cccc(-c2[nH]nc3cc(Nc4ccccc4Cl)ccc23)c1,1
Fc1ccccc1Nc1cc(-c2ccnc(Nc3ccccc3F)c2)ccn1,1
COC(=O)c1sccc1NC(=O)Cc1ccccc1,1
Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(-c3ccccc3C)nncc2c1,1
N#Cc1c(NC(=O)c2ccc(F)c3ccccc23)sc2c1CCCC2,1
CC(C)n1cc(-c2ccc3cnc(Nc4ccc(-n5cnc(N6CCOCC6)n5)cc4)nc3c2Cl)cn1,1
CC(C)Nc1cc(-c2oc3ccccc3c(=O)c2-c2ccc(F)cc2)ccn1,1
NC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1Cl,1
O=C(NC(CO)c1cc(Cl)cc(Cl)c1)C1C=C(c2[nH]ncc2-c2cccc(Cl)c2)C=N1,1
COc1cc2c(cc1Cl)C(c1ccc3ccccc3c1)=NCC2,1
Cn1nc(N)c2cn(C3OC(CO)C(O)C3O)c3ncnc1c23,1
NCc1ccc(-c2cnc3[nH]cc(-c4cccc(NC(=O)Nc5ccc(C(F)(F)F)cc5F)c4)c3c2)cc1,1
NC(=O)c1cccc(-n2ncc3cc(Nc4ccccc4F)ccc32)c1,1
C=C1C(=Cc2c(O)[nH]c3ccc(S(=O)(=O)N(C)c4cccc(Cl)c4)cc23)CC(C)=C1C(=O)N1CCN(C)CC1,1
COc1ccc(CNC(=O)C2C=C(c3[nH]ncc3-c3cccc(Cl)c3)C=N2)cc1,1
