ori_mol,backbone,side_chain,label
O1c2ncc(cc2C([NH2+]CC(O)C2NC(=O)C=3C=CC(=O)N(CCCc4cc(C2)ccc4)C=3)CC12CCC2)CC(C)(C)C,O=C1NC(C(O)C[NH2+]C2CC3(CCC3)Oc3ncccc32)Cc2cccc(c2)CCCn2cc1ccc2=O,CC(C)(C)C,1
Fc1ccc(cc1CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2)C#C,C#Cc1ccc(F)c(CC(NC(=O)COC)C(O)C[NH2+]C2CC3(CCC3)Oc3ncccc32)c1,CC(C)(C)C,1
Fc1ccc(cc1CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2)C#C,C#Cc1ccc(F)c(CC(NC(=O)COC)C(C)O)c1,CC(C)(C)Cc1cnc2c(c1)C([NH3+])CC1(CCC1)O2,1
Fc1ccc(cc1CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2)C#C,COCC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,C#Cc1ccc(F)c(C)c1,1
Fc1ccc(cc1CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2)C#C,COCC(=O)NC(C)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,C#Cc1ccc(F)cc1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)/C(=N\O)/C)C(=O)N(CCC)CCC)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCN(CCC)C(=O)c1cc(C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH3+])cc(/C(C)=N\O)c1,COc1cccc(C)c1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC([C@H](O)C[NH2+]CCC(F)(F)F)Cc1ccccc1)C,CCn1cc2c3c(cc(C(=O)NC[C@H](O)C[NH2+]CCC(F)(F)F)cc31)N(C)S(=O)(=O)CC2,Cc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC([C@H](O)C[NH2+]CCC(F)(F)F)Cc1ccccc1)C,CCn1cc2c3c(cc(C(=O)NCCc4ccccc4)cc31)N(C)S(=O)(=O)CC2,OCC[NH2+]CCC(F)(F)F,1
S(=O)(=O)(N(c1cc(cc(OCC)c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)c1ccccc1)C,CCOc1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,CS(=O)(=O)Nc1ccccc1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCc2cc(ccc2)C#N)C1,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(CO)Cc2cc(F)cc(F)c2)C1=O,N#Cc1cccc(COC2CC[NH2+]C2)c1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCc2cc(ccc2)C#N)C1,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NCCc2cc(F)cc(F)c2)C1=O,N#Cc1cccc(COC2C[NH2+]C(CO)C2)c1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCc2cc(ccc2)C#N)C1,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CCC[NH2+]2)C1=O,N#Cc1cccc(CO)c1,1
S1(=O)(=O)CC(Cc2cc(O[C@@H](C(F)(F)F)C)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CCC2O)c1,Cc1cc(F)c(N)c(O[C@H](C)C(F)(F)F)c1,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)C(O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(O)C(=O)NC(CO)Cc1cccc(-c2nccs2)c1,C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)COC)Cc2cc(ccc2)C#C)CC12CCC2)CC(C)(C)C,C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,C#Cc1cccc(CC(CO)NC(=O)COC)c1,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)COC)Cc2cc(ccc2)C#C)CC12CCC2)CC(C)(C)C,C#Cc1cccc(CCC(O)C[NH2+]C2CC3(CCC3)Oc3ncc(CC(C)(C)C)cc32)c1,COCC(N)=O,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)COC)Cc2cc(ccc2)C#C)CC12CCC2)CC(C)(C)C,C#Cc1cccc(CC(NC(=O)COC)C(O)C[NH3+])c1,CC(C)(C)Cc1cnc2c(c1)CCC1(CCC1)O2,1
Fc1ccccc1CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH3+])CC1(CCC1)O2,CC(=O)NC(Cc1ccccc1F)C(C)O,1
Fc1ccccc1CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CCO)CC1(CCC1)O2,CC(=O)NCCc1ccccc1F,1
Fc1ccccc1CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Cc1ccccc1F,1
Fc1cc(ccc1OC)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,COc1ccc(C)cc1F,1
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(C(=O)NC(C(C)C)C(=O)NCc1ccccc1)C)COCc1ccccc1)C(=O)NC(C)c1ccccc1)C,CC(C)CNC(=O)C(C)CC(O)C(COCc1ccccc1)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1,O=CNCc1ccccc1,1
S(=O)(=O)(N(C)c1cc(cc(c1)C(=O)NC(C(O)CC(C(=O)NC(C(C)C)C(=O)NCc1ccccc1)C)COCc1ccccc1)C(=O)NC(C)c1ccccc1)C,CC(CC(O)C(C)NC(=O)c1cc(C(=O)NC(C)c2ccccc2)cc(N(C)S(C)(=O)=O)c1)C(=O)NC(C(=O)NCc1ccccc1)C(C)C,OCc1ccccc1,1
Fc1ccc(cc1C#C)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COCC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,C#Cc1cc(C)ccc1F,1
Fc1ccc(cc1C)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(=O)NC(C)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Cc1ccccc1F,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC=O)c1,CCCN(CCC)C(=O)c1cccc(C(C)=O)c1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCN(CCC)C(=O)c1cc(C(C)=O)cc(C(=O)NC(C)C(O)C[NH2+]Cc2cccc(OC)c2)c1,Fc1cccc(F)c1,1
Fc1cc(cc(F)c1)CC(NC(=O)c1cc(cc(c1)C(=O)N(CCC)CCC)C(=O)C)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)c2cccc(C(C)=O)c2)c1,CCCN(C=O)CCC,1
S(=O)(=O)(N(c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)C1CCCC1)c1ccccc1)C,C[NH2+]CC(O)C(Cc1ccccc1)NC(=O)c1cc(C2CCCC2)cc(N(c2ccccc2)S(C)(=O)=O)c1,FC(F)(F)c1ccccc1,1
S(=O)(=O)(N(c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)C1CCCC1)c1ccccc1)C,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH3+])cc(C2CCCC2)c1,Cc1cccc(C(F)(F)F)c1,1
S(=O)(=O)(N(c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)C1CCCC1)c1ccccc1)C,CS(=O)(=O)N(c1ccccc1)c1cccc(C(=O)NC(Cc2ccccc2)C(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)c1,C1CCCC1,1
S1(=O)(=O)CC(Cc2cc(O[C@H](COCCOC)C(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3cc(O)c(N)c(F)c3)C2O)c1,COCCOCCC(F)(F)F,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)CCc1cccc(-c3nccs3)c1)CC1(CCC1)O2,COCC(N)=O,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CCO)CC1(CCC1)O2,COCC(=O)NCCc1cccc(-c2nccs2)c1,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH3+],CC(C)(C)Cc1cnc2c(c1)CCC1(CCC1)O2,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COCC(=O)NC(CO)Cc1cccc(-c2nccs2)c1,C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2OC,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(CO)Cc2cc(F)cc(F)c2)C1=O,COc1cccc2c1C[NH2+]CC2,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2OC,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(C)C(O)C2Cc3cccc(OC)c3C[NH2+]2)C1=O,Fc1cccc(F)c1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]Cc2c(C1)cccc2OC,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NCCc2cc(F)cc(F)c2)C1=O,COc1cccc2c1C[NH2+]C(CO)C2,1
Fc1ccc(cc1OC)CC(NC(=O)C)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COc1cc(CC(NC(C)=O)C(O)C[NH3+])ccc1F,CC(C)(C)Cc1cnc2c(c1)CCC1(CCC1)O2,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCCC)C1,CCCOC1C[NH2+]C(C(O)C(C)NC(=O)C(CCc2ccccc2)N2CCC(C(O)CCC)C2=O)C1,Fc1cccc(F)c1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCCC)C1,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC=O)C1,CCCC(O)C1CCN(CCCc2ccccc2)C1=O,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCCC)C1,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)CN2CCC(C(O)CCC)C2=O)C1,CCc1ccccc1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCCC)C1,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)C(CC)N2CCC(C(O)CCC)C2=O)C1,c1ccccc1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)C,CCn1cc2c3c(cc(C=O)cc31)N(C)S(=O)(=O)CC2,NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C1CCOCC1)C,CCn1cc2c3c(cc(C(=O)NCC(O)C[NH2+]C4CCOCC4)cc31)N(C)S(=O)(=O)CC2,Cc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC([C@H](O)CNc1ccccc1)Cc1ccccc1)C,CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@H](O)CN)cc31)N(C)S(=O)(=O)CC2,c1ccccc1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC([C@H](O)CNc1ccccc1)Cc1ccccc1)C,CCn1cc2c3c(cc(C=O)cc31)N(C)S(=O)(=O)CC2,NC(Cc1ccccc1)[C@H](O)CNc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC([C@H](O)CNc1ccccc1)Cc1ccccc1)C,CCn1cc2c3c(cc(C(=O)NC(CO)Cc4ccccc4)cc31)N(C)S(=O)(=O)CC2,CNc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC([C@H](O)CNc1ccccc1)Cc1ccccc1)C,CCn1cc2c3c(cc(C(=O)NCCc4ccccc4)cc31)N(C)S(=O)(=O)CC2,OCCNc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3n(cc(CC1)c23)CC)C(=O)NC([C@H](O)CNc1ccccc1)Cc1ccccc1)C,CCn1cc2c3c(cc(C(=O)NC(Cc4ccccc4)[C@@H](C)O)cc31)N(C)S(=O)(=O)CC2,Nc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(CCCC(C)C)(C)C)C,CC(C)CCCC(C)(C)[NH2+]CC(O)C(N)Cc1ccccc1,CCc1cn2c3c(cc(C=O)cc13)N(C)S(=O)(=O)CC2,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]C(CCCC(C)C)(C)C)C,CCc1cn2c3c(cc(C(=O)NCC(O)C[NH2+]C(C)(C)CCCC(C)C)cc13)N(C)S(=O)(=O)CC2,Cc1ccccc1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)N[C@H]([C@H](O)C[NH2+]C1CCOCC1)Cc1ccccc1)CC,CCc1cn2c3c(cc(C(=O)N[C@H](CO)Cc4ccccc4)cc13)N(CC)S(=O)(=O)CC2,C[NH2+]C1CCOCC1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)N[C@H]([C@H](O)C[NH2+]C1CCOCC1)Cc1ccccc1)CC,CCc1cn2c3c(cc(C(=O)NCCc4ccccc4)cc13)N(CC)S(=O)(=O)CC2,OCC[NH2+]C1CCOCC1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)N[C@H]([C@H](O)C[NH2+]C1CCOCC1)Cc1ccccc1)CC,CCc1cn2c3c(cc(C(=O)N[C@@H](Cc4ccccc4)[C@@H](C)O)cc13)N(CC)S(=O)(=O)CC2,[NH3+]C1CCOCC1,1
S1(=O)(=O)N(c2cc(cc3c2n(cc3CC)CC1)C(=O)N[C@H]([C@H](O)C[NH2+]C1CCOCC1)Cc1ccccc1)CC,CCc1cn2c3c(cc(C=O)cc13)N(CC)S(=O)(=O)CC2,N[C@@H](Cc1ccccc1)[C@H](O)C[NH2+]C1CCOCC1,1
S(=O)(=O)(N(c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)C(C)C)c1ccccc1)C,CC(C)c1cc(C(=O)NC(CO)Cc2ccccc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,C[NH2+]Cc1cccc(C(F)(F)F)c1,1
S(=O)(=O)(N(c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)C(C)C)c1ccccc1)C,CC(C)c1cc(C(=O)NCCc2ccccc2)cc(N(c2ccccc2)S(C)(=O)=O)c1,OCC[NH2+]Cc1cccc(C(F)(F)F)c1,1
S(=O)(=O)(N(c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)C(C)C)c1ccccc1)C,CC(C)c1cc(C(=O)NC(Cc2ccccc2)C(C)O)cc(N(c2ccccc2)S(C)(=O)=O)c1,[NH3+]Cc1cccc(C(F)(F)F)c1,1
S(=O)(=O)(N(c1cc(cc(c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)C(C)C)c1ccccc1)C,CC(C)c1cc(C(=O)NCC(O)C[NH2+]Cc2cccc(C(F)(F)F)c2)cc(N(c2ccccc2)S(C)(=O)=O)c1,Cc1ccccc1,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)C)Cc2ccccc2)CC12CCC2)CC(C)C,CC(C)Cc1cnc2c(c1)C([NH2+]CCO)CC1(CCC1)O2,CC(=O)NCCc1ccccc1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)CCc1ccccc1)C(O)C[NH2+]Cc1cc(OC)ccc1,CCCC(O)C1CCN(C(CC)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C[NH2+]Cc2cccc(OC)c2)C1=O,c1ccccc1,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(C(O)CCC)C1=O)CCc1ccccc1)C(O)C[NH2+]Cc1cc(OC)ccc1,COc1cccc(C[NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(=O)CCCc2ccccc2)c1,CCCC(O)C1CCNC1=O,1
s1cncc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CCO)CC1(CCC1)O2,COCC(=O)NCCc1cccc(-c2cncs2)c1,1
s1cncc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(N)Cc1cccc(-c3cncs3)c1)CC1(CCC1)O2,COCC=O,1
s1cncc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COCC(=O)NC(C)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1ccc(-c2cncs2)cc1,1
s1cncc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,COCC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Cc1cccc(-c2cncs2)c1,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)COC)Cc2cc3OCOc3cc2)CC12CCC2)CC(C)(C)C,COCC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Cc1ccc2c(c1)OCO2,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)COC)Cc2cc3OCOc3cc2)CC12CCC2)CC(C)(C)C,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(N)Cc1ccc3c(c1)OCO3)CC1(CCC1)O2,COCC=O,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)COC)Cc2cc3OCOc3cc2)CC12CCC2)CC(C)(C)C,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CCO)CC1(CCC1)O2,COCC(=O)NCCc1ccc2c(c1)OCO2,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(CC(C)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(OCCC)C1,CCCOC1C[NH2+]C(C(O)C(Cc2cc(F)cc(F)c2)NC(=O)CCCc2ccccc2)C1,CC(C)CC1CCNC1=O,1
s1cc(nc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2)C,Cc1csc(-c2cccc(CC(N)C(O)C[NH2+]C3CC4(CCC4)Oc4ncc(CC(C)(C)C)cc43)c2)n1,COCC=O,1
s1cc(nc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2)C,COCC(=O)NC(C)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Cc1csc(-c2ccccc2)n1,1
s1cc(nc1-c1cc(ccc1)CC(NC(=O)COC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2)C,COCC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Cc1cccc(-c2nc(C)cs2)c1,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)COCC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CC(O)C(N)Cc1cccc(-c3nccs3)c1)CC1(CCC1)O2,CCOCC=O,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)COCC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CCOCC(=O)NC(C)C(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,c1ccc(-c2nccs2)cc1,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)COCC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CCOCC(=O)NCC(O)C[NH2+]C1CC2(CCC2)Oc2ncc(CC(C)(C)C)cc21,Cc1cccc(-c2nccs2)c1,1
s1ccnc1-c1cc(ccc1)CC(NC(=O)COCC)C(O)C[NH2+]C1CC2(Oc3ncc(cc13)CC(C)(C)C)CCC2,CCOCC(=O)NC(Cc1cccc(-c2nccs2)c1)C(O)C[NH2+]C1CC2(CCC2)Oc2ncccc21,CC(C)(C)C,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)C)Cc2ccccc2)CC12CCC2)CC(C)(C)C,CC(C)(C)Cc1cnc2c(c1)C([NH2+]CCO)CC1(CCC1)O2,CC(=O)NCCc1ccccc1,1
O1c2ncc(cc2C([NH2+]CC(O)C(NC(=O)C)Cc2ccccc2)CC12CCC2)CC(C)(C)C,CC(C)(C)Cc1cnc2c(c1)C([NH3+])CC1(CCC1)O2,CC(=O)NC(Cc1ccccc1)C(C)O,1
Fc1cc(cc(F)c1)CC(NC(=O)C(N1CCC(NC(=O)C)(C(CC)C)C1=O)CCc1ccccc1)C(O)C1[NH2+]CC(Oc2cccnc2)C1,CCC(C)C1(NC(C)=O)CCN(C(CCc2ccccc2)C(=O)NC(Cc2cc(F)cc(F)c2)C(O)C2CCC[NH2+]2)C1=O,Oc1cccnc1,1
O1c2c(cc(cc2)CC)C([NH2+]CC(O)C2NC(=O)C=3C=C(c4ncccc4)C(=O)N(CCCCc4cc(C2)ccc4)C=3)CC12CCC2,O=C1NC(CO)Cc2cccc(c2)CCCCn2cc1cc(-c1ccccn1)c2=O,CCc1ccc2c(c1)C([NH2+]C)CC1(CCC1)O2,1
S(=O)(=O)(N(c1cc(cc(N2CCCC2=O)c1)C(=O)NC(Cc1ccccc1)C(O)C[NH2+]Cc1cc(ccc1)C(F)(F)F)c1ccccc1)C,CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)NC(Cc2ccccc2)C(O)C[NH3+])cc(N2CCCC2=O)c1,Cc1cccc(C(F)(F)F)c1,1
S1(=O)(=O)CC(Cc2cc(OCC(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CC(Cc3ccc(N)c(F)c3)C2O)c1,OCC(F)F,1
S1(=O)(=O)CC(Cc2cc(OCC(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CCC2O)c1,Cc1cc(F)c(N)c(OCC(F)F)c1,1
S1(=O)(=O)CC(Cc2cc(OCC(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,C[NH2+]C1CS(=O)(=O)CC(Cc2cc(F)c(N)c(OCC(F)F)c2)C1O,CC(C)(C)c1ccccc1,1
S1(=O)(=O)CC(Cc2cc(OCC(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,CC(C)(C)c1cccc(C[NH2+]C2CS(=O)(=O)CCC2O)c1,Cc1cc(F)c(N)c(OCC(F)(F)F)c1,1
S1(=O)(=O)CC(Cc2cc(OCC(F)(F)F)c(N)c(F)c2)C(O)C([NH2+]Cc2cc(ccc2)C(C)(C)C)C1,Nc1c(F)cc(CC2CS(=O)(=O)CC([NH3+])C2O)cc1OCC(F)(F)F,Cc1cccc(C(C)(C)C)c1,1
